Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Oz Clarke's Pocket Wine Guide 2001,"The 2001 edition of Oz Clarke's acclaimed guide is completely updated and laced with his famously witty and opinionated recommendations and warnings about the world's wines. This edition brings even more of Clarke's picks of the best wines in many categories and a look at the new opportunities provided by the Internet. Distinguished particularly by its ease of use, Oz Clarke's Pocket Wine Guide provides more than 1,600 entries covering every aspect of wine today. Clarke's intuitive A-to-Z format ensures that you will find the wine you are looking for, wherever it comes from. In addition, Clarke discusses how wine is made, modern wine styles, storing wines, vintages, and the world of winemaking from Germany to New Zealand.",['Oz Clarke'],http://books.google.com/books/content?id=qN9w6vNH6MUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=qN9w6vNH6MUC&dq=Oz+Clarke%27s+Pocket+Wine+Guide+2001&hl=&cd=1&source=gbs_api,Houghton Mifflin,2000-11-03,http://books.google.nl/books?id=qN9w6vNH6MUC&dq=Oz+Clarke%27s+Pocket+Wine+Guide+2001&hl=&source=gbs_api,['Wine and wine making'],
"The adventures of Big-Foot Wallace,: The Texas ranger and hunter",,['John Crittenden Duval'],http://books.google.com/books/content?id=Q0REAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=Q0REAQAAMAAJ&printsec=frontcover&dq=The+adventures+of+Big-Foot+Wallace,:+The+Texas+ranger+and+hunter&hl=&cd=1&source=gbs_api",,1870,https://play.google.com/store/books/details?id=Q0REAQAAMAAJ&source=gbs_api,['Frontier and pioneer life'],
Of Mice and Men (Penguin Audiobooks),"Penguin Classics presents John Steinbeck’s classic tale as an eBook enhanced with ten exclusive video clips featuring students responses, questions for classroom discussions, and an American Dream assignment Nobel Prize-winner John Steinbeck’s Of Mice and Men remains one of America's most widely read and taught novels. An unlikely pair, George and Lennie, two migrant workers in California during the Great Depression, grasp for their American Dream. Laborers in California's dusty vegetable fields, they hustle work when they can, living a hand-to-mouth existence. For George and Lennie have a plan: to own an acre of land and a shack they can call their own. When they land jobs on a ranch in the Salinas Valley, the fulfillment of their dream seems to be within their grasp. But even George cannot guard Lennie from the provocations, nor predict the consequences of Lennie's unswerving obedience to the things George taught him. Of Mice and Men: Teacher’s Edition includes the following: • An introduction and suggested further reading by Susan Shillinglaw, a professor of English at San Jose State University and Scholar-in-Residence at the National Steinbeck Center in Salinas • The poem “To a Mouse, On Turning Her Up in Her Nest with the Plough, November 1785” by Robert Burns (the original source of Steinbeck’s title Of Mice and Men) • The 1962 Nobel Banquet Speech by John Steinbeck • An exclusive audio interview with award-winning actor James Earl Jones on his stage performances in Of Mice and Men • Ten exclusive videos of students on major themes from the novel tied to group discussion questions included in the eBook, and an American Dream assignment, for the ultimate educational experience",['John Steinbeck'],http://books.google.com/books/content?id=gpwqbgA0m5EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=gpwqbgA0m5EC&printsec=frontcover&dq=Of+Mice+and+Men+(Penguin+Audiobooks)&hl=&cd=1&source=gbs_api,Penguin,2013-01-03,https://play.google.com/store/books/details?id=gpwqbgA0m5EC&source=gbs_api,['Fiction'],
Winning The Affiliate Game,,['Declan Dunn'],,http://books.google.nl/books?id=7sh9AQAACAAJ&dq=Winning+The+Affiliate+Game&hl=&cd=1&source=gbs_api,,1998,http://books.google.nl/books?id=7sh9AQAACAAJ&dq=Winning+The+Affiliate+Game&hl=&source=gbs_api,"['Advertising, Direct-mail']",
Gun Digest 2005: The World's Greatest Gun Book,,['C. Kenneth Ramage'],,http://books.google.nl/books?id=p3VEzwEACAAJ&dq=Gun+Digest+2005:+The+World%27s+Greatest+Gun+Book&hl=&cd=1&source=gbs_api,,2004,http://books.google.nl/books?id=p3VEzwEACAAJ&dq=Gun+Digest+2005:+The+World%27s+Greatest+Gun+Book&hl=&source=gbs_api,['Firearms'],
Way Out in the Desert,"A counting book in rhyme presents various desert animals and their children, from a mother horned toad and her little toadie one to a mom tarantula and her little spiders ten. Numerals are hidden in each illustration.","['T. J. Marsh', 'Jennifer Ward', 'Kenneth Spengler']",http://books.google.com/books/content?id=4awCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=4awCAAAACAAJ&dq=Way+Out+in+the+Desert&hl=&cd=1&source=gbs_api,Cooper Square Pub,1998,http://books.google.nl/books?id=4awCAAAACAAJ&dq=Way+Out+in+the+Desert&hl=&source=gbs_api,['Juvenile Fiction'],2.0
Market Communism: The Institutional Foundation of China's Post-Mao Hyper-Growth,"In Market Communism, the author investigates the institutional foundations of China's economic hyper-growth in the context of a communist system, contending that China's economy has flourished because of the communist system, and not in spite of it. He advances his thesis by explaining the key elements of China's economic structure - State-owned Enterprises, Township and Village Enterprises, individually owned businesses - and the individuals who drive it, such as the government officials engaged in for-profit business or 'bureaucratic entrepreneurs'. The author also provides an in-depth, theoretical analysis of the socio-political structure underlying the reform process.",['Lance Gore'],http://books.google.com/books/content?id=BHSwAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=BHSwAAAAIAAJ&q=Market+Communism:+The+Institutional+Foundation+of+China%27s+Post-Mao+Hyper-Growth&dq=Market+Communism:+The+Institutional+Foundation+of+China%27s+Post-Mao+Hyper-Growth&hl=&cd=1&source=gbs_api,"Oxford University Press, USA",1998,http://books.google.nl/books?id=BHSwAAAAIAAJ&dq=Market+Communism:+The+Institutional+Foundation+of+China%27s+Post-Mao+Hyper-Growth&hl=&source=gbs_api,['Business & Economics'],
Hustler Adult Magazine:February 1983,"""Smutty Little Movies traces the adult film industry's transition from celluloid to home video beginning in the late 1970s alongside an examination of the cultural and legal efforts to regulate, contain, limit, or eradicate pornography. Drawing on a wide variety of materials, Smutty Little Movies de-centers the film text in favor of industrial histories and contexts. In doing so, the book argues that the struggles to contain and regulate pleasure represent a primary entry point for situating adult video's place in a larger history, not just of pornography, but media history as a whole.""--Provided by publisher.",['Peter Alilunas'],http://books.google.com/books/content?id=jpUkDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=jpUkDQAAQBAJ&pg=PA245&dq=Hustler+Adult+Magazine:February+1983&hl=&cd=1&source=gbs_api,Univ of California Press,2016-08-23,http://books.google.nl/books?id=jpUkDQAAQBAJ&dq=Hustler+Adult+Magazine:February+1983&hl=&source=gbs_api,['Performing Arts'],1.0
"Electronic Resumes & Online Marketing,: Second Edition (Electronic Resumes & Online Networking)","The Internet and commercial on-line services are the fastest growing employment marketplace in the world with millions of resumes currently on-line. Thousands of companies and headhunters now recruit exclusively on-line because it's faster, cheaper, and global. With this first-of-its-kind book/disk package, you can with fill-in-the-blank ease create and post your resume on-line to successfully compete in today's job market. The enclosed Windows software programs are suitable for all job seekers - college graduates, mid-life career changers, and top executives. Creating and posting an electronic on-line resume is explained in simple, step-by-step, non-technical terms. Use one software program to create an electronic resume for posting on-line in searchable databases, and a second to create a multimedia resume with text and graphics for distribution via E-mail, file transfer, or on disk.","['James C. Gonyea', 'Wayne M. Gonyea']",http://books.google.com/books/content?id=NL0tAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=NL0tAAAAYAAJ&q=Electronic+Resumes&dq=Electronic+Resumes&hl=&cd=1&source=gbs_api,Glencoe/McGraw-Hill School Publishing Company,1996,http://books.google.nl/books?id=NL0tAAAAYAAJ&dq=Electronic+Resumes&hl=&source=gbs_api,['Business & Economics'],
Betty Crocker 4-Ingredient Dinners,"Presents a delicious array of wholesome, easy-to-prepare recipes for dishes that require just four ingredients, including Glazed Turkey Tenderloins, SKillet Apple Butter Pork Chops, Mustard Lamb Chops, and many others, all enhanced by full-color photographs, nutrition information, and handy kitchen tips and notes. 50,000 first printing.",['Betty Crocker'],http://books.google.com/books/content?id=C4IGAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=C4IGAAAACAAJ&dq=Betty+Crocker+4-Ingredient+Dinners&hl=&cd=1&source=gbs_api,Betty Crocker,2003,http://books.google.nl/books?id=C4IGAAAACAAJ&dq=Betty+Crocker+4-Ingredient+Dinners&hl=&source=gbs_api,['Cooking'],1.0
My Mother's Garden,"A selection of thirty-seven articles and essays by the Pulitzer Prize-winning writer includes reviews of other noted authors, reports on Cuba, the civil rights and peace movements, and autobiographical anecdotes",['Alice Walker'],http://books.google.com/books/content?id=u7FbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=u7FbAAAAMAAJ&q=My+Mother%27s+Garden&dq=My+Mother%27s+Garden&hl=&cd=1&source=gbs_api,Harcourt,1983,http://books.google.nl/books?id=u7FbAAAAMAAJ&dq=My+Mother%27s+Garden&hl=&source=gbs_api,['Social Science'],5.0
Resources for People With Disabilities,,,,http://books.google.nl/books?id=u-6pAQAACAAJ&dq=Resources+for+People+With+Disabilities&hl=&cd=1&source=gbs_api,,1994,http://books.google.nl/books?id=u-6pAQAACAAJ&dq=Resources+for+People+With+Disabilities&hl=&source=gbs_api,['People with disabilities'],
What Shall We Do Without Us?: The Voice and Vision of Kenneth Patchen,Gathers picture poems by the Ohio-born writer and artist and offers a brief appreciation of Patchen and his work,"['Kenneth Patchen', 'James Laughlin']",http://books.google.com/books/content?id=n9SwAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=n9SwAAAAIAAJ&q=What+Shall+We+Do+Without+Us%3F:+The+Voice+and+Vision+of+Kenneth+Patchen&dq=What+Shall+We+Do+Without+Us%3F:+The+Voice+and+Vision+of+Kenneth+Patchen&hl=&cd=1&source=gbs_api,Random House (NY),1984,http://books.google.nl/books?id=n9SwAAAAIAAJ&dq=What+Shall+We+Do+Without+Us%3F:+The+Voice+and+Vision+of+Kenneth+Patchen&hl=&source=gbs_api,['Poetry'],
Rethinking the Chess Pieces,"Professionals know that during the course of a game, the value of chess pieces change. And they use this knowledge to decide which pieces to exchange--and when. International grandmaster Andrew Soltis, the author of Bobby Fischer Rediscovered, helps pass this important information on to novices so they can benefit, too. He investigates why the traditional ""chart of relative values"" or computer analysis so often fails to explain why certain trades and sacrifices work and others just don't. All the typical decisions a player has to make, such as whether to swap two minor pieces for rook and pawn, receive detailed scrutiny. Players will appreciate the insightful analysis.",['Andy Soltis'],http://books.google.com/books/content?id=OgxJmceIStwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=OgxJmceIStwC&dq=Rethinking+the+Chess+Pieces&hl=&cd=1&source=gbs_api,B T Batsford Ltd,2005-02-28,http://books.google.nl/books?id=OgxJmceIStwC&dq=Rethinking+the+Chess+Pieces&hl=&source=gbs_api,['Games'],
Like No Other,"Een eerste liefde raakt je altijd tot in de kern van je wezen. Maar alleen de meest wezenlijke liefde verandert je leven voor altijd. Devorah is een lief meisje dat nooit is afgeweken van haar strenge chassidische opvoeding. Jaxon is een grappige en slimme nerd die zich nooit gemakkelijk heeft gevoeld in de buurt van meisjes. Ze hebben hun hele leven doorgebracht in Brooklyn aan weerszijden van dezelfde straat. Hun paden hebben elkaar nooit eerder gekruist... Tijdens een orkaan stranden ze samen in een lift, waar het lot ze geen andere keuze laat dan een verbinding aan te gaan. Hoewel hun relatie ten strengste verboden is, spreken Devorah en Jax in het geheim met elkaar af en riskeren ze alles om samen te kunnen zijn. Maar hoe ver kunnen ze gaan?",['Una LaMarche'],http://books.google.com/books/content?id=o3krCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=o3krCwAAQBAJ&printsec=frontcover&dq=Like+No+Other&hl=&cd=1&source=gbs_api,Van Goor,2016-01-06,https://play.google.com/store/books/details?id=o3krCwAAQBAJ&source=gbs_api,['Fiction'],
Women and the Holy Quran: A Sufi Perspective,,['Lynn Wilcox'],http://books.google.com/books/content?id=_KVy_qhfP5cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=_KVy_qhfP5cC&q=Women+and+the+Holy+Quran:+A+Sufi+Perspective&dq=Women+and+the+Holy+Quran:+A+Sufi+Perspective&hl=&cd=1&source=gbs_api,,1998,http://books.google.nl/books?id=_KVy_qhfP5cC&dq=Women+and+the+Holy+Quran:+A+Sufi+Perspective&hl=&source=gbs_api,['Qurʼan'],
Colorado Close-Up,,['Rand McNally'],,http://books.google.nl/books?id=kZchAwAACAAJ&dq=Colorado+Close-Up&hl=&cd=1&source=gbs_api,,1998-01,http://books.google.nl/books?id=kZchAwAACAAJ&dq=Colorado+Close-Up&hl=&source=gbs_api,,
Who Moved My Soap?: The CEO's Guide to Surviving Prison: The Bernie Madoff Edition,"They threw the book at Bernie Madoff. Now here¿s the book he really needs. Written by acclaimed comedian and satirist Andy Borowitz, the book is loaded with helpful tips, including: The Seven Habits of Highly Effective Prisoners; How to go from ¿bitch¿ to ¿boss¿ in one week or less; Complete prison-slang/corporate-speak glossary; Prison cell feng shui; How to avoid betting backstabbed -- literally; and The ¿Zagat¿ guide to fine prison dining. Illustrations.",['Andy Borowitz'],,http://books.google.nl/books?id=VaMvYAAACAAJ&dq=Who+Moved+My+Soap%3F:+The+CEO%27s+Guide+to+Surviving+Prison:+The+Bernie+Madoff+Edition&hl=&cd=1&source=gbs_api,,2010-05,http://books.google.nl/books?id=VaMvYAAACAAJ&dq=Who+Moved+My+Soap%3F:+The+CEO%27s+Guide+to+Surviving+Prison:+The+Bernie+Madoff+Edition&hl=&source=gbs_api,,
Racing the Moon,"""Fans of George R.R. Martin and Steven Erikson will be sure to enjoy G. A. Teske's Racing the Moon. Teske's gritty authenticity and boundless imagination rival some of the big names in fantasy. The red demon Geggermane - unleashed upon a world already torn by dissent and jealousy - is the stuff of nightmares, as frightening as he is devious. It falls to an ancient king and his youthful heroes to stand against an evil of unspeakable power."" - Jim Melvin, author of The Death Wizard Chronicles, a six-book epic fantasy ""The past will become the present,"" Old Self said. The misty phantom shimmered before her younger self. Halley shivered in the frosty air. ""What do you mean?"" ""The moon, Itarris, returns in two years."" ""Will Vincent prevent our world's destruction?"" ""I can give you no information you don't experience during your lifetime, Young Self, but you know without restoring the Chain of Anyullyn, our land cannot survive."" Vincent and his friends, humans, elf and gnome, traverse the lands of Anyullyn, following clues to locate the hidden Chain. An evil presence, Geggermane, also desires the Chain, for with it he can transport more of his kind from Itarris to plague their world. So, the race is on to restore the most powerful, magical relic in the realm, before the moon, Itarris, arrives at its final appointment. Can a small group of young people solve this puzzle and possibly save a world?",['G A Teske'],http://books.google.com/books/content?id=4jA8dEgGZx0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=4jA8dEgGZx0C&pg=PP4&dq=Racing+the+Moon&hl=&cd=1&source=gbs_api,Dog Ear Publishing,2009-09,https://play.google.com/store/books/details?id=4jA8dEgGZx0C&source=gbs_api,,
"Samaritan Documents Relating to Their History, Religion and Life (Pittsburgh Original Texts and Translations Series No. 2)","""This is a study of the NT witness to how Jews and Jewish Christians perceived the relationship of Moses with Israel and with the Jewish people. This is a narrowly tailored study, focusing specifically on that relationship without treating Moses in the New Testament comprehensively. The study consults ancient writings and historical material to situate the NT Moses in a larger milieu of Jewish thought. It contributes both to the knowledge of ancient Judaism and the to illumination of NT religion and theology, especially Christology.""",['John Lierman'],http://books.google.com/books/content?id=Zdam8_8t5x8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=Zdam8_8t5x8C&pg=PA303&dq=Samaritan+Documents+Relating+to+Their+History,+Religion+and+Life+(Pittsburgh+Original+Texts+and+Translations+Series+No.+2)&hl=&cd=1&source=gbs_api",Mohr Siebeck,2004,"http://books.google.nl/books?id=Zdam8_8t5x8C&dq=Samaritan+Documents+Relating+to+Their+History,+Religion+and+Life+(Pittsburgh+Original+Texts+and+Translations+Series+No.+2)&hl=&source=gbs_api",['Religion'],
Tipping the Scales of Justice: Fighting Weight Based Discrimination,"What rights, if any, do fat people have? If a child is obese, are the parents legally responsible? Can employers treat overweight employees as different, or disabled? Should fat people be protected by disability laws? Cases of illegal hiring practices, workplace prejudice, harassment, unfair treatment, medical malpractice, and denial of public access are being filed in increasing numbers as the nation continues to obsess over, and misunderstand, weight.Two events in 1998-the controversial felony prosecution of a mother whose child died of obesity-related complications, and the National Institutes of Health declaration of a national weight standard-forced the weight debate to a new level of public awareness.Very little literature on the law and weight exists, so each new case is a potential precedent-setter. Tipping the Scales of Justice presents actual cases and the stories behind the legal arguments, showing for the first time the varied and surprising ways that fat has become a courtroom topic.An attorney who focuses on weight-related cases, Sondra Solovay details court attitudes toward weight in relation to employment and discrimination law, child/family law, disability law, civil rights, minorities, public policy, diets and exercise, and much more, while intermingling a personal narrative on major cases and their outcomes. This fascinating book will be essential for law courses and libraries, as well as a one-of-a-kind perspective for anyone concerned about weight as a legal issue.Sondra Solovay (Berkeley, CA), a graduate of the University of California Berkeley Boalt Hall School of Law, is an attorney and noted activist. Her media experience includes Court TV, CNN, MSNBC, The New York Times, Associated Press, and much more.",['Sondra Solovay'],http://books.google.com/books/content?id=KfagDWitpU4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=KfagDWitpU4C&q=Tipping+the+Scales+of+Justice:+Fighting+Weight+Based+Discrimination&dq=Tipping+the+Scales+of+Justice:+Fighting+Weight+Based+Discrimination&hl=&cd=1&source=gbs_api,,2000,http://books.google.nl/books?id=KfagDWitpU4C&dq=Tipping+the+Scales+of+Justice:+Fighting+Weight+Based+Discrimination&hl=&source=gbs_api,['Health & Fitness'],
"Healthy Sleep Habits, Happy Child / Your Fussy Baby","""The perennial favorite for parents who want to get their kids to sleep with ease--now in its fifth edition, fully revised and updated. With more than 1.5 million copies in print, Dr. Marc Weissbluth's step-by-step regimen for instituting beneficial habits within the framework of your child's natural sleep cycles has long been the standard-setter in baby sleep books. Now with a new intro, new foreward, and a ""Step-by-Step Program for a Good Night's Sleep."" Totally rewritten and reorganized to give tired parents the information they need quickly and succinctly, this new edition also includes the very latest research on the importance of: implementing bedtime routines practicing parental presence at bedtime recognizing drowsy signs and the role of the father as an active partner in helping the child sleep better Weissbluth also incorporates fascinating insights into: the effects of ACEs (adverse childhood experiences) on sleep different cultural sleep habits from around the world and the importance of empathy and non-judgemental approaches to sleep training. Rest is vital to your child's health, growth, and development. The fifth edition of Healthy Sleep Habits, Happy Child gives parents proven strategies to ensure healthy, high-quality sleep for children at every age""--",['Marc Weissbluth'],http://books.google.com/books/content?id=ciU6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=ciU6EAAAQBAJ&dq=Healthy+Sleep+Habits,+Happy+Child+/+Your+Fussy+Baby&hl=&cd=1&source=gbs_api",Ballantine Books,2021,"http://books.google.nl/books?id=ciU6EAAAQBAJ&dq=Healthy+Sleep+Habits,+Happy+Child+/+Your+Fussy+Baby&hl=&source=gbs_api",['Family & Relationships'],
Taffy of Torpedo Junction,"Back in print A longtime favorite of several generations of Tar Heels, Taffy of Torpedo Junction is the thrilling adventure story of thirteen-year-old Taffy Willis, who, with the help of her pony and dog, exposes a ring of Nazi spies operating from a secluded house on Hatteras Island, North Carolina, during World War II. For readers of all ages, the book brings to life the dramatic wartime events on the Outer Banks, where German U-boats turned an area around Cape Hatteras into 'Torpedo Junction' by sinking more than sixty American vessels in just a six-month period in 1942. Taffy has been enjoyed by young and old alike since it was first published in 1957.",['Nell Wise Wechter'],http://books.google.com/books/content?id=ceV8uGyMmDgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=ceV8uGyMmDgC&printsec=frontcover&dq=Taffy+of+Torpedo+Junction&hl=&cd=1&source=gbs_api,UNC Press Books,2012-05-15,http://books.google.nl/books?id=ceV8uGyMmDgC&dq=Taffy+of+Torpedo+Junction&hl=&source=gbs_api,['Juvenile Fiction'],2.0
"Sex, Lies And Leprechauns (Harlequin Temptation)","Sex, Lies And Leprechauns by Renee Roszel released on Jan 25, 1994 is available now for purchase.",['Renee Roszel'],http://books.google.com/books/content?id=eK1GPh1SyagC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=eK1GPh1SyagC&q=Sex,+Lies+And+Leprechauns+(Harlequin+Temptation)&dq=Sex,+Lies+And+Leprechauns+(Harlequin+Temptation)&hl=&cd=1&source=gbs_api",Harlequin Treasury-Harlequin Temptation 90s,1994,"http://books.google.nl/books?id=eK1GPh1SyagC&dq=Sex,+Lies+And+Leprechauns+(Harlequin+Temptation)&hl=&source=gbs_api",['Fiction'],
The Penguin Dictionary of Mathematics (Penguin Reference Books),"The Penguin Dictionary of Mathematics takes in all branches of pure and applied mathematics, from algebra to mechanics and from number theory to statistics. Invaluable for students at all levels, it is also a useful and versatile source book for economists, business people, engineers, technicians and scientists of all kinds who use mathematics in the course of their work.",['David Nelson'],http://books.google.com/books/content?id=ud3sEeVdTIwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=ud3sEeVdTIwC&printsec=frontcover&dq=The+Penguin+Dictionary+of+Mathematics+(Penguin+Reference+Books)&hl=&cd=1&source=gbs_api,Penguin UK,2008-10-02,https://play.google.com/store/books/details?id=ud3sEeVdTIwC&source=gbs_api,['Mathematics'],
Filipino Americans: Transformation and Identity,"When Asian Americans are discussed in the media the reference is often to people of Chinese or Japanese descent. However, the largest Asian American ethnic group is Filipino, a group of which little is known or written despite its long-standing history with the United States. This interdisciplinary analysis rectifies this dearth of information by addressing ethnic identity, the impact of different colonizations on ethnic identity, personal and family relationships, mental health, race, and racism. In addition, the sociopolitical context is examined in each chapter, making the volume useful as a foundational tool for hypothesis generation, empirical research, policy analysis and planning, and literature review.",['Maria P. P. Root'],http://books.google.com/books/content?id=Phk5DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Phk5DQAAQBAJ&printsec=frontcover&dq=Filipino+Americans:+Transformation+and+Identity&hl=&cd=1&source=gbs_api,SAGE,1997-05-20,http://books.google.nl/books?id=Phk5DQAAQBAJ&dq=Filipino+Americans:+Transformation+and+Identity&hl=&source=gbs_api,['History'],
And All These Roads be Luminous: Poems Selected and New,,,,http://books.google.nl/books?id=LzTIjgEACAAJ&dq=And+All+These+Roads+be+Luminous:+Poems+Selected+and+New&hl=&cd=1&source=gbs_api,,1998,http://books.google.nl/books?id=LzTIjgEACAAJ&dq=And+All+These+Roads+be+Luminous:+Poems+Selected+and+New&hl=&source=gbs_api,,
Big brother,"In this account of the uses of surveillance in art, performance and popular culture, John E. McGrath puts forward the idea that we have much to gain from the experience of being watched.",['John Edward McGrath'],http://books.google.com/books/content?id=l1zaPL5a2RwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=l1zaPL5a2RwC&pg=PA8&dq=Big+brother&hl=&cd=1&source=gbs_api,Psychology Press,2004,http://books.google.nl/books?id=l1zaPL5a2RwC&dq=Big+brother&hl=&source=gbs_api,['Performing Arts'],
"Mrs. Rasmussen's book of one-arm cookery,",,['Mary Lasswell'],,"http://books.google.nl/books?id=OCo2PQAACAAJ&dq=Mrs.+Rasmussen%27s+book+of+one-arm+cookery,&hl=&cd=1&source=gbs_api",,1946,"http://books.google.nl/books?id=OCo2PQAACAAJ&dq=Mrs.+Rasmussen%27s+book+of+one-arm+cookery,&hl=&source=gbs_api",['Cookbooks'],
"If You Were with Me, Everything Would Be All Right","For fans of Nina LaCour's We Are Okay and Adam Silvera's History Is All You Left Me, this heartfelt and ultimately uplifting novel follows one sixteen-year-old girl's friend breakup through two concurrent timelines--ultimately proving that even endings can lead to new beginnings. ""Stunning."" --Nic Stone, bestselling author of Dear Martin and Odd One Out You can't rewrite the past, but you can always choose to start again. It's been twenty-seven days since Cleo and Layla's friendship imploded. Nearly a month since Cleo realized they'll never be besties again. Now Cleo wants to erase every memory, good or bad, that tethers her to her ex-best friend. But pretending Layla doesn't exist isn't as easy as Cleo hoped, especially after she's assigned to be Layla's tutor. Despite budding friendships with other classmates--and a raging crush on a gorgeous boy named Dom--Cleo's turbulent past with Layla comes back to haunt them both. Alternating between time lines of Then and Now, When You Were Everything blends past and present into an emotional story about the beauty of self-forgiveness, the promise of new beginnings, and the courage it takes to remain open to love. ""Breathtakingly beautiful....Woodfolk has a way of making words sing and burst with light."" --Tiffany D. Jackson, award-winning author of Monday's Not Coming and Let Me Hear A Rhyme",['Ashley Woodfolk'],http://books.google.com/books/content?id=T5qdDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=T5qdDwAAQBAJ&pg=PA383&dq=If+You+Were+with+Me,+Everything+Would+Be+All+Right&hl=&cd=1&source=gbs_api",Delacorte Press,2020-03-10,https://play.google.com/store/books/details?id=T5qdDwAAQBAJ&source=gbs_api,['Young Adult Fiction'],2.0
The 22 Irrefutable Laws of Advertising (and When to Violate Them),"Market_Desc: · Ad and Brand Executives · Ad and Brand Managers· Designers· Copy Writers· Advertising Students· General Business Readers Special Features: · The market for new perspectives and successful case histories in the advertising and marketing world is voracious. Each chapter is designed and written by an agency and provides readers with winning strategies and techniques necessary for a successful campaign.· The book uses high-profile practitioners, working in a number of top agencies around the world, to communicate the creative notions that have made their advertising campaigns famous.· Each chapter explains and exemplifies a particular law, using visually arresting illustrations, reproduced ads and frames from TV commercials. About The Book: This is an authoritative and unique guide to the universal principles that underlie great advertising-the kind that's proven to be dramatically more successful around the world. Each chapter is compiled by a world-renowned advertising agency famous for its application of a particular tenet. Packed with illustrations, reproduced ads, and frames from TV commercials, 22 Irrefutable Laws of Advertising and When to Violate Them is an indispensible guide for advertisers and marketers.",['Michael Newman'],http://books.google.com/books/content?id=0drERUQ70N0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=0drERUQ70N0C&dq=The+22+Irrefutable+Laws+of+Advertising+(and+When+to+Violate+Them)&hl=&cd=1&source=gbs_api,John Wiley & Sons,2006,http://books.google.nl/books?id=0drERUQ70N0C&dq=The+22+Irrefutable+Laws+of+Advertising+(and+When+to+Violate+Them)&hl=&source=gbs_api,,
Dinner Dates: A Cookbook for Couples Cooking Together,"Create 45 complete dinners for two or flavor your evenings with a new dish. These easy-to-make meals are sure to spark the intimacy and quality time you want with your special someone. Cooking together is only the start of the fun! Date Night Dinners is an ideal gift for engagements, bridal showers, anniversaries, or anyone who wants to spice things up.",['Sloane Taylor'],http://books.google.com/books/content?id=S-cyyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=S-cyyAEACAAJ&dq=Dinner+Dates:+A+Cookbook+for+Couples+Cooking+Together&hl=&cd=1&source=gbs_api,,2018-06-05,http://books.google.nl/books?id=S-cyyAEACAAJ&dq=Dinner+Dates:+A+Cookbook+for+Couples+Cooking+Together&hl=&source=gbs_api,,
